conversation_id,construct,construct_bipolar,survey_id,survey_name,survey_endTime
42CF663A-E369-40A7-B487-CE1D3A7BBA67,time-consuming,not time-consuming,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.827151+00:00
42CF663A-E369-40A7-B487-CE1D3A7BBA67,quick to prepare,not quick to prepare,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.827151+00:00
42CF663A-E369-40A7-B487-CE1D3A7BBA67,mild,not mild,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.827151+00:00
42CF663A-E369-40A7-B487-CE1D3A7BBA67,spicy,not spicy,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.827151+00:00
42F0E3BD-A43E-4341-B5DA-EF4DED1C0C0D,sourdough focaccia,not sourdough focaccia,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:15.615671+00:00
42F0E3BD-A43E-4341-B5DA-EF4DED1C0C0D,chicken curry,not chicken curry,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:15.615671+00:00
42F0E3BD-A43E-4341-B5DA-EF4DED1C0C0D,gluten-free pizza dough,not gluten-free pizza dough,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:15.615671+00:00
42F0E3BD-A43E-4341-B5DA-EF4DED1C0C0D,almond butter,not almond butter,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:15.615671+00:00
42F0E3BD-A43E-4341-B5DA-EF4DED1C0C0D,cream cheese,not cream cheese,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:15.615671+00:00
42F0E3BD-A43E-4341-B5DA-EF4DED1C0C0D,Sourdough country bread,not Sourdough country bread,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:15.615671+00:00
43F2705A-587D-4C4A-A7E9-1457C15D39D7,Heaviness,Lightness,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:10.868481+00:00
44605FA0-5221-4911-9746-03081C2C6B73,Multi-ingredient,Single ingredient,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.012876+00:00
44605FA0-5221-4911-9746-03081C2C6B73,Dessert,Savory Meal,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.012876+00:00
44605FA0-5221-4911-9746-03081C2C6B73,Flour-based,Water-based,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.012876+00:00
44605FA0-5221-4911-9746-03081C2C6B73,Sweetness,Bitterness,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.012876+00:00
44605FA0-5221-4911-9746-03081C2C6B73,Complexity,Simplicity,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.012876+00:00
44863988-f911-4c2d-a899-04e911a0a74f,Simplicity,None,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-02-25 11:32:22.155000+00:00
44863988-f911-4c2d-a899-04e911a0a74f,Shelf Life,None,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-02-25 11:32:22.155000+00:00
44863988-f911-4c2d-a899-04e911a0a74f,Healthiness,None,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-02-25 11:32:22.155000+00:00
44863988-f911-4c2d-a899-04e911a0a74f,Cost,None,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-02-25 11:32:22.155000+00:00
44C1ED45-4B03-49FA-9B5C-D6979017FD83,Flavorful,not Flavorful,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.299486+00:00
453741AF-93C5-4330-82CF-E9866EF678D4,Chiles en Nogada,Taboule,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.543361+00:00
463DE246-A3D8-4FC8-95B8-839895D744BA,Preferred,Good option,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.280620+00:00
463DE246-A3D8-4FC8-95B8-839895D744BA,Strong flavor,Subtle,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.280620+00:00
4642B185-A463-455A-AD88-89F7F9A9E1AE,Textured,Smooth,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:24.228360+00:00
4642B185-A463-455A-AD88-89F7F9A9E1AE,Rich,Bland,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:24.228360+00:00
4642B185-A463-455A-AD88-89F7F9A9E1AE,Simple,Time-consuming,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:24.228360+00:00
4642B185-A463-455A-AD88-89F7F9A9E1AE,Vegetarian,Meat-based,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:24.228360+00:00
4748A755-6BC2-4711-8EEA-5A9AB43767F1,Dessert,Savory,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.638754+00:00
4748A755-6BC2-4711-8EEA-5A9AB43767F1,Dessert,Savory,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.638754+00:00
4748A755-6BC2-4711-8EEA-5A9AB43767F1,Baked,Boiled,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.638754+00:00
4748A755-6BC2-4711-8EEA-5A9AB43767F1,Lunch/Snack,Dinner,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.638754+00:00
4748A755-6BC2-4711-8EEA-5A9AB43767F1,Dessert,Savory,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.638754+00:00
47888EFB-655E-4B7D-B504-EFA3DFB3BF76,Quick,Elaborate,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:17.862222+00:00
47888EFB-655E-4B7D-B504-EFA3DFB3BF76,Comforting,Adventurous,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:17.862222+00:00
47888EFB-655E-4B7D-B504-EFA3DFB3BF76,Savory,Sweet,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:17.862222+00:00
47888EFB-655E-4B7D-B504-EFA3DFB3BF76,Bold,Mild,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:17.862222+00:00
478B1735-73BD-49BA-AAE9-9E0BCC6BDA25,Layered,Simple,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:10.987147+00:00
478B1735-73BD-49BA-AAE9-9E0BCC6BDA25,Cultural Fusion,Traditional,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:10.987147+00:00
478B1735-73BD-49BA-AAE9-9E0BCC6BDA25,Complex Flavors,Simple,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:10.987147+00:00
478B1735-73BD-49BA-AAE9-9E0BCC6BDA25,Unique,Traditional,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:10.987147+00:00
480808FB-E0BF-4AB1-99E3-F4113CAA3BA9,Nutritious,Indulgent,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.732292+00:00
480808FB-E0BF-4AB1-99E3-F4113CAA3BA9,Savory,Mild,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.732292+00:00
480808FB-E0BF-4AB1-99E3-F4113CAA3BA9,Savory,Bland,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.732292+00:00
48CA9719-7BFD-4B80-A0AA-41D36EC814CA,Spaghetti Carbonara,Chicken Biryani,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:17.613572+00:00
497F4BDB-9BA7-4E6C-9323-688DDE677501,Preparation,Easy,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:16.385890+00:00
497F4BDB-9BA7-4E6C-9323-688DDE677501,Hearty ingredients,Simple,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:16.385890+00:00
4998DFBC-CCA6-4753-910D-A9F9E0840366,Refined Individual Artistry,Communal Rustic Indulgence,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.077588+00:00
4998DFBC-CCA6-4753-910D-A9F9E0840366,Celebratory,Everyday Nourishment,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.077588+00:00
4998DFBC-CCA6-4753-910D-A9F9E0840366,Street Food,Comfort Food,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.077588+00:00
4BD69F96-2D06-4639-A6CB-E78CDB5EA001,Chicken fried rice,not Chicken fried rice,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:12.053394+00:00
4BD69F96-2D06-4639-A6CB-E78CDB5EA001,Chicken breast in a cream sauce with cayenne pepper and onions served with crispy potatoes,Roast beef with all the trimmings,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:12.053394+00:00
4C716D5C-345B-497D-8005-5484AF01C1EF,Comforting,not Comforting,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:12.479418+00:00
4C716D5C-345B-497D-8005-5484AF01C1EF,Beneficial for health,Unhealthy,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:12.479418+00:00
4C716D5C-345B-497D-8005-5484AF01C1EF,Healthy,not Healthy,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:12.479418+00:00
4C716D5C-345B-497D-8005-5484AF01C1EF,Nurturing,Indulgent,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:12.479418+00:00
4D8BBDB3-1B2F-4FEA-81E3-FE59E3711FAF,Side,Not Side,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.634183+00:00
4D8BBDB3-1B2F-4FEA-81E3-FE59E3711FAF,Intimate,Comforting,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.634183+00:00
4D8BBDB3-1B2F-4FEA-81E3-FE59E3711FAF,Social,Traditional,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.634183+00:00
4DD56D88-2268-4208-8754-9F2A9A3FD5A6,Rich flavors,Simple/Mild flavors,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:17.913446+00:00
4DD56D88-2268-4208-8754-9F2A9A3FD5A6,Long-lasting,Perishable,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:17.913446+00:00
4DD56D88-2268-4208-8754-9F2A9A3FD5A6,Freshness,Preserved,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:17.913446+00:00
4DD5CE07-6E83-4113-BDB3-65E40E8086A9,Preparation complexity,not Simple,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.410398+00:00
4DD5CE07-6E83-4113-BDB3-65E40E8086A9,Protein source,Carbohydrate source,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.410398+00:00
4DD5CE07-6E83-4113-BDB3-65E40E8086A9,Main ingredient source,Processed,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.410398+00:00
4DD5CE07-6E83-4113-BDB3-65E40E8086A9,Source of ingredients,Non-natural,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.410398+00:00
4DD5CE07-6E83-4113-BDB3-65E40E8086A9,Nutritional content,Processed,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.410398+00:00
4E18BC29-0BA8-44DC-8B95-AB6AC0554827,Chili con carne,not Chili con carne,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:14.547714+00:00
4E18BC29-0BA8-44DC-8B95-AB6AC0554827,Karn?yar?k,not Karn?yar?k,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:14.547714+00:00
4E18BC29-0BA8-44DC-8B95-AB6AC0554827,Scrambled Eggs,not Scrambled Eggs,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:14.547714+00:00
4EAEE3D8-9DDA-4910-8998-E7C9E522D49A,Cooked with Sauce,not Cooked with Sauce,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,
4EAEE3D8-9DDA-4910-8998-E7C9E522D49A,Grilled,not Grilled,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,
4EAEE3D8-9DDA-4910-8998-E7C9E522D49A,Affordable,not Affordable,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,
4EAEE3D8-9DDA-4910-8998-E7C9E522D49A,Staple,not Staple,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,
4EAEE3D8-9DDA-4910-8998-E7C9E522D49A,Popular,not Popular,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,
4EAEE3D8-9DDA-4910-8998-E7C9E522D49A,Flavorful,not Flavorful,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,
4F05E903-5D51-4DFD-B34E-019B600F3330,Lasagna,Chocolate cake,a216d763-71dd-4509-a694-d68cb28de496,Praise,2025-01-08 07:37:16.109935+00:00
4F467FA7-A488-4D50-AA5A-C1FC6C981C75,Pizza,not Pizza,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:18.919615+00:00
4F467FA7-A488-4D50-AA5A-C1FC6C981C75,Beef,not Beef,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:18.919615+00:00
4F467FA7-A488-4D50-AA5A-C1FC6C981C75,Apple,not Apple,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:18.919615+00:00
4F9A0294-9B21-4928-B1D0-DD9A970AB74B,Cookie,not Cookie,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:22.057464+00:00
4F9A0294-9B21-4928-B1D0-DD9A970AB74B,Pizza,not Pizza,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:22.057464+00:00
4F9A0294-9B21-4928-B1D0-DD9A970AB74B,Apple,not Apple,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:22.057464+00:00
4F9A0294-9B21-4928-B1D0-DD9A970AB74B,Rice,not Rice,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:22.057464+00:00
4F9A0294-9B21-4928-B1D0-DD9A970AB74B,Burger,not Burger,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:22.057464+00:00
4F9A0294-9B21-4928-B1D0-DD9A970AB74B,Seasonal dishes,not Seasonal dishes,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:22.057464+00:00
4F9A0294-9B21-4928-B1D0-DD9A970AB74B,Healthiness (Apple),not Healthiness (Apple),710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:22.057464+00:00
4F9A0294-9B21-4928-B1D0-DD9A970AB74B,Cost (Rice),not Cost (Rice),710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:22.057464+00:00
4F9A0294-9B21-4928-B1D0-DD9A970AB74B,Shelf Life (Cookie),not Shelf Life (Cookie),710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:22.057464+00:00
4bd54563-3d68-46c4-a600-5afb17b45e8b,文化与健康促进,社交氛围,无,无,无
4bd54563-3d68-46c4-a600-5afb17b45e8b,安全感,服务质量,无,无,无
4f64d0cc-851b-46d8-8596-8425af9f2e3d,营养满足,不符合个人口味,无,无,无
4f64d0cc-851b-46d8-8596-8425af9f2e3d,环境优美,环境恶劣,无,无,无
4f64d0cc-851b-46d8-8596-8425af9f2e3d,复健服务好,缺乏专业指导,无,无,无
4f64d0cc-851b-46d8-8596-8425af9f2e3d,医疗保障好,医疗保障差,无,无,无
4f64d0cc-851b-46d8-8596-8425af9f2e3d,社交活跃,缺乏互动,无,无,无
4f64d0cc-851b-46d8-8596-8425af9f2e3d,活动丰富,活动单一,无,无,无
500015EB-CA83-43E9-A4C5-7414BD31A411,Sweetness,Spiciness,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.705534+00:00
500015EB-CA83-43E9-A4C5-7414BD31A411,Meal Completeness,Small Portion,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.705534+00:00
500015EB-CA83-43E9-A4C5-7414BD31A411,Flavor Richness,Flavorlessness,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.705534+00:00
500015EB-CA83-43E9-A4C5-7414BD31A411,Creaminess,Bland,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.705534+00:00
50C5ACC5-E25B-4D0C-A1BC-01DF7A745C7A,Rice-Based Dish,Gravy-Based Dish,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.522566+00:00
50C5ACC5-E25B-4D0C-A1BC-01DF7A745C7A,One-Pot Dish,Dish with Accompaniments,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.522566+00:00
50C5ACC5-E25B-4D0C-A1BC-01DF7A745C7A,Breakfast,Main Course,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.522566+00:00
50C5ACC5-E25B-4D0C-A1BC-01DF7A745C7A,Regional Cuisine,not Regional Cuisine,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.522566+00:00
50C5ACC5-E25B-4D0C-A1BC-01DF7A745C7A,Vegetarian,Non-Vegetarian,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.522566+00:00
5159B207-1F4D-47DC-9B6E-6961A4B699FE,Roast Duck: Firm,Tender,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.231916+00:00
5159B207-1F4D-47DC-9B6E-6961A4B699FE,Apple Pie: Sweet,not Sweet,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.231916+00:00
5159B207-1F4D-47DC-9B6E-6961A4B699FE,Roast Chicken: Sweet,not Sweet,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.231916+00:00
5159B207-1F4D-47DC-9B6E-6961A4B699FE,Sushi: Salty,not Salty,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.231916+00:00
5181C786-6511-4F46-8900-C3B38A6222C8,Complex Flavor,Simple Flavor,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.769610+00:00
5181C786-6511-4F46-8900-C3B38A6222C8,Indulgent,Light,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.769610+00:00
5181C786-6511-4F46-8900-C3B38A6222C8,Savory,Decadent,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.769610+00:00
5181C786-6511-4F46-8900-C3B38A6222C8,Bold Flavor,Subdued Flavor,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.769610+00:00
519D788A-2EAA-49FE-87A7-10CD9632429D,Cooked with Sauce,not Cooked with Sauce,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.801780+00:00
519D788A-2EAA-49FE-87A7-10CD9632429D,Grilled,not Grilled,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.801780+00:00
519D788A-2EAA-49FE-87A7-10CD9632429D,Affordable,not Affordable,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.801780+00:00
519D788A-2EAA-49FE-87A7-10CD9632429D,Staple,not Staple,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.801780+00:00
519D788A-2EAA-49FE-87A7-10CD9632429D,Popular,not Popular,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.801780+00:00
519D788A-2EAA-49FE-87A7-10CD9632429D,Flavorful,not Flavorful,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.801780+00:00
51BA07C7-7D5E-4874-9EC7-B6F28DC6DE59,Spiciness Level,Mildness,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.373704+00:00
51BA07C7-7D5E-4874-9EC7-B6F28DC6DE59,Texture Variation,Uniform Texture,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.373704+00:00
51BA07C7-7D5E-4874-9EC7-B6F28DC6DE59,Ingredient Diversity,Basic Ingredients,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.373704+00:00
51BA07C7-7D5E-4874-9EC7-B6F28DC6DE59,Flavor Complexity,Simple,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:20.373704+00:00
523E477F-F83D-42BC-BD29-C307F73A7A87,Pasta with Fried Chicken Breasts,Smoked Chicken and Corn Salad,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.108385+00:00
523E477F-F83D-42BC-BD29-C307F73A7A87,Young Beet Soup,Tortilla,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.108385+00:00
523E477F-F83D-42BC-BD29-C307F73A7A87,Smoked Chicken and Corn Salad,Pork Neck Steaks,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.108385+00:00
523E477F-F83D-42BC-BD29-C307F73A7A87,Tiramisu,Pasta with Fried Chicken Breasts,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.108385+00:00
52B2DA64-18C7-47DA-9E34-AC4E80007D00,Nutritive,Less Nutritive,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.305418+00:00
52B2DA64-18C7-47DA-9E34-AC4E80007D00,Rich,Light,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.305418+00:00
52B2DA64-18C7-47DA-9E34-AC4E80007D00,Versatile,Specific,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.305418+00:00
52B2DA64-18C7-47DA-9E34-AC4E80007D00,Tender,Tough,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,2025-01-08 07:37:11.305418+00:00
52DBFA96-46BC-46D8-9717-6E330E28125E,Natural Taste (Beef),Seasoned/Spiced (Biryani/Pilau),33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.496028+00:00
52DBFA96-46BC-46D8-9717-6E330E28125E,Occasion Preference (Biryani for gatherings),Casual Meal (Chips when alone),33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.496028+00:00
52DBFA96-46BC-46D8-9717-6E330E28125E,Preparation Time (Grilled Fish as quick),Time-Intensive (Mahamri/Beef),33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.496028+00:00
52DBFA96-46BC-46D8-9717-6E330E28125E,Complexity (Mahamri),Simplicity (Chips),33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.496028+00:00
52a60c73-63d4-46c8-aae5-c203880a638e,临近子女家照护点,远离亲人,无,无,无
52a60c73-63d4-46c8-aae5-c203880a638e,合居式社交康养公寓,缺乏社交互动,无,无,无
52a60c73-63d4-46c8-aae5-c203880a638e,个性化营养配餐服务,标准化饮食服务,无,无,无
547303C7-3498-4406-BFC9-3E7606209CA0,Textures and flavor,not Textures and flavor,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.316095+00:00
547303C7-3498-4406-BFC9-3E7606209CA0,Saltiness,not Saltiness,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.316095+00:00
547303C7-3498-4406-BFC9-3E7606209CA0,Preparation,not Preparation,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.316095+00:00
547303C7-3498-4406-BFC9-3E7606209CA0,Textures and layers,not Textures and layers,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.316095+00:00
547303C7-3498-4406-BFC9-3E7606209CA0,Sweetness,not Sweetness,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,2025-01-08 07:37:19.316095+00:00
549D9548-E65D-42D5-80E5-53ED1F5FD2C9,fried beef,rice with stewed beef,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:17.892645+00:00
55C99260-121A-4784-BF8E-8396A531EC74,Comfort Food,not Comfort Food,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.707161+00:00
55C99260-121A-4784-BF8E-8396A531EC74,Asian Cuisine,not Asian Cuisine,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.707161+00:00
55C99260-121A-4784-BF8E-8396A531EC74,Italian Cuisine,not Italian Cuisine,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.707161+00:00
55C99260-121A-4784-BF8E-8396A531EC74,Desserts,not Desserts,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.707161+00:00
55C99260-121A-4784-BF8E-8396A531EC74,Main Courses,not Main Courses,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.707161+00:00
55C99260-121A-4784-BF8E-8396A531EC74,Appetizers,not Appetizers,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.707161+00:00
