Row_ID,User_ID,Survey_ID,Survey_Name,Pole_A,Pole_B,Cluster,Coordinate_X,Coordinate_Y,Conversation_Index,Bipolar_Construct,Cluster_Size
283,42F0E3BD-A43E-4341-B5DA-EF4DED1C0C0D,a216d763-71dd-4509-a694-d68cb28de496,Praise,chicken curry,not chicken curry,0,9.099154,7.3284874,83,chicken curry vs not chicken curry,1130
284,42F0E3BD-A43E-4341-B5DA-EF4DED1C0C0D,a216d763-71dd-4509-a694-d68cb28de496,Praise,gluten-free pizza dough,not gluten-free pizza dough,0,9.099154,7.3284874,83,gluten-free pizza dough vs not gluten-free pizza dough,1130
285,42F0E3BD-A43E-4341-B5DA-EF4DED1C0C0D,a216d763-71dd-4509-a694-d68cb28de496,Praise,almond butter,not almond butter,0,9.099154,7.3284874,83,almond butter vs not almond butter,1130
286,42F0E3BD-A43E-4341-B5DA-EF4DED1C0C0D,a216d763-71dd-4509-a694-d68cb28de496,Praise,cream cheese,not cream cheese,0,9.099154,7.3284874,83,cream cheese vs not cream cheese,1130
287,42F0E3BD-A43E-4341-B5DA-EF4DED1C0C0D,a216d763-71dd-4509-a694-d68cb28de496,Praise,Sourdough country bread,not Sourdough country bread,0,9.099154,7.3284874,83,Sourdough country bread vs not Sourdough country bread,1130
288,57166030-2523-4E0F-9641-5ECDC143E49A,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,Pork Estofado,not Pork Estofado,0,9.111145,7.083346,113,Pork Estofado vs not Pork Estofado,1130
289,57166030-2523-4E0F-9641-5ECDC143E49A,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,Fish Fillet Sweet and Sour,not Fish Fillet Sweet and Sour,0,9.111145,7.083346,113,Fish Fillet Sweet and Sour vs not Fish Fillet Sweet and Sour,1130
290,57166030-2523-4E0F-9641-5ECDC143E49A,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,Chicken Afritada,not Chicken Afritada,0,9.111145,7.083346,113,Chicken Afritada vs not Chicken Afritada,1130
291,57166030-2523-4E0F-9641-5ECDC143E49A,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,Pork Menudo,not Pork Menudo,0,9.111145,7.083346,113,Pork Menudo vs not Pork Menudo,1130
292,2596CABA-8E0B-448E-8511-3EBCE7EEFFE2,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Privacy Issues,not Privacy Issues,0,9.115326,6.8741684,44,Privacy Issues vs not Privacy Issues,1130
293,2591088B-285B-4FB2-8A71-62A0E4BAB8EA,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Requires Cooking,not Requires Cooking,0,9.116609,5.6389422,43,Requires Cooking vs not Requires Cooking,1130
294,2591088B-285B-4FB2-8A71-62A0E4BAB8EA,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Culturally Specific,Universal Appeal,0,9.116609,5.6389422,43,Culturally Specific vs Universal Appeal,1130
295,2591088B-285B-4FB2-8A71-62A0E4BAB8EA,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Local Cuisine,Global Cuisine,0,9.116609,5.6389422,43,Local Cuisine vs Global Cuisine,1130
296,2591088B-285B-4FB2-8A71-62A0E4BAB8EA,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Ready to Eat,not Ready to Eat,0,9.116609,5.6389422,43,Ready to Eat vs not Ready to Eat,1130
297,BB9B1884-4994-4CBC-8979-CBDB834B8AB5,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Healthy vs. less healthy,not Healthy vs. less healthy,0,9.124959,6.5690136,255,Healthy vs. less healthy vs not Healthy vs. less healthy,1130
298,BB9B1884-4994-4CBC-8979-CBDB834B8AB5,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Dough-based vs. non-dough-based,not Dough-based vs. non-dough-based,0,9.124959,6.5690136,255,Dough-based vs. non-dough-based vs not Dough-based vs. non-dough-based,1130
299,BB9B1884-4994-4CBC-8979-CBDB834B8AB5,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Main course vs. side dish,not Main course vs. side dish,0,9.124959,6.5690136,255,Main course vs. side dish vs not Main course vs. side dish,1130
300,BB9B1884-4994-4CBC-8979-CBDB834B8AB5,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Vegan vs. non-vegan,not Vegan vs. non-vegan,0,9.124959,6.5690136,255,Vegan vs. non-vegan vs not Vegan vs. non-vegan,1130
301,BB9B1884-4994-4CBC-8979-CBDB834B8AB5,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Course type,not Course type,0,9.124959,6.5690136,255,Course type vs not Course type,1130
302,BB9B1884-4994-4CBC-8979-CBDB834B8AB5,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Ingredient variety,not Ingredient variety,0,9.124959,6.5690136,255,Ingredient variety vs not Ingredient variety,1130
303,ADD1D935-94FE-415D-90CF-B916F73C52DC,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Taste Category,not Taste Category,0,9.129887,6.1822996,233,Taste Category vs not Taste Category,1130
304,ADD1D935-94FE-415D-90CF-B916F73C52DC,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Sweetness,not Sweetness,0,9.129887,6.1822996,233,Sweetness vs not Sweetness,1130
305,ADD1D935-94FE-415D-90CF-B916F73C52DC,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Taste Profile,not Taste Profile,0,9.129887,6.1822996,233,Taste Profile vs not Taste Profile,1130
306,ADD1D935-94FE-415D-90CF-B916F73C52DC,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Bitter,not Bitter,0,9.129887,6.1822996,233,Bitter vs not Bitter,1130
307,ADD1D935-94FE-415D-90CF-B916F73C52DC,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Flavor Profile,not Flavor Profile,0,9.129887,6.1822996,233,Flavor Profile vs not Flavor Profile,1130
308,ADD1D935-94FE-415D-90CF-B916F73C52DC,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Vegetarian,not Vegetarian,0,9.129887,6.1822996,233,Vegetarian vs not Vegetarian,1130
309,ADD1D935-94FE-415D-90CF-B916F73C52DC,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Protein Source,not Protein Source,0,9.129887,6.1822996,233,Protein Source vs not Protein Source,1130
310,ADD1D935-94FE-415D-90CF-B916F73C52DC,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Unpleasantness,not Unpleasantness,0,9.129887,6.1822996,233,Unpleasantness vs not Unpleasantness,1130
311,ADD1D935-94FE-415D-90CF-B916F73C52DC,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Taste,not Taste,0,9.129887,6.1822996,233,Taste vs not Taste,1130
312,AF2043E3-0248-4E43-B626-EC1E1AB33695,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,Rendang,not Rendang,0,9.134868,7.2814097,236,Rendang vs not Rendang,1130
313,AF2043E3-0248-4E43-B626-EC1E1AB33695,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,Cheesecake,not Cheesecake,0,9.134868,7.2814097,236,Cheesecake vs not Cheesecake,1130
314,AF2043E3-0248-4E43-B626-EC1E1AB33695,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,Almond butter,not Almond butter,0,9.134868,7.2814097,236,Almond butter vs not Almond butter,1130
315,AF2043E3-0248-4E43-B626-EC1E1AB33695,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,Chicken curry,not Chicken curry,0,9.134868,7.2814097,236,Chicken curry vs not Chicken curry,1130
316,AF2043E3-0248-4E43-B626-EC1E1AB33695,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,Fried rice,not Fried rice,0,9.134868,7.2814097,236,Fried rice vs not Fried rice,1130
317,AF2043E3-0248-4E43-B626-EC1E1AB33695,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,Sourdough focaccia,not Sourdough focaccia,0,9.134868,7.2814097,236,Sourdough focaccia vs not Sourdough focaccia,1130
318,075931A9-C64F-4B04-9CEC-5626B0DC58D6,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,Apple Pie,not Apple Pie,0,9.145589,7.364517,5,Apple Pie vs not Apple Pie,1130
319,075931A9-C64F-4B04-9CEC-5626B0DC58D6,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,Australian Zucchini Slice,not Australian Zucchini Slice,0,9.145589,7.364517,5,Australian Zucchini Slice vs not Australian Zucchini Slice,1130
320,075931A9-C64F-4B04-9CEC-5626B0DC58D6,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,Chicken Tajine,not Chicken Tajine,0,9.145589,7.364517,5,Chicken Tajine vs not Chicken Tajine,1130
321,075931A9-C64F-4B04-9CEC-5626B0DC58D6,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,Spanish Paella,not Spanish Paella,0,9.145589,7.364517,5,Spanish Paella vs not Spanish Paella,1130
322,075931A9-C64F-4B04-9CEC-5626B0DC58D6,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,Cheesecake,not Cheesecake,0,9.145589,7.364517,5,Cheesecake vs not Cheesecake,1130
323,075931A9-C64F-4B04-9CEC-5626B0DC58D6,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,Tiramisu,not Tiramisu,0,9.145589,7.364517,5,Tiramisu vs not Tiramisu,1130
324,075931A9-C64F-4B04-9CEC-5626B0DC58D6,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,Moroccan Couscous,not Moroccan Couscous,0,9.145589,7.364517,5,Moroccan Couscous vs not Moroccan Couscous,1130
325,075931A9-C64F-4B04-9CEC-5626B0DC58D6,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,Italian Pasta,not Italian Pasta,0,9.145589,7.364517,5,Italian Pasta vs not Italian Pasta,1130
326,BE6A0437-33FB-4E05-A6BC-19EF8340BF38,a216d763-71dd-4509-a694-d68cb28de496,Praise,Grilled Bakso Skewers,not Grilled Bakso Skewers,0,9.163471,7.1626105,265,Grilled Bakso Skewers vs not Grilled Bakso Skewers,1130
327,BE6A0437-33FB-4E05-A6BC-19EF8340BF38,a216d763-71dd-4509-a694-d68cb28de496,Praise,Fried Bakso Balls,not Fried Bakso Balls,0,9.163471,7.1626105,265,Fried Bakso Balls vs not Fried Bakso Balls,1130
328,BE6A0437-33FB-4E05-A6BC-19EF8340BF38,a216d763-71dd-4509-a694-d68cb28de496,Praise,Bakso with Tofu and Vegetables,not Bakso with Tofu and Vegetables,0,9.163471,7.1626105,265,Bakso with Tofu and Vegetables vs not Bakso with Tofu and Vegetables,1130
329,BE6A0437-33FB-4E05-A6BC-19EF8340BF38,a216d763-71dd-4509-a694-d68cb28de496,Praise,Bakso in Sweet Soy Sauce,not Bakso in Sweet Soy Sauce,0,9.163471,7.1626105,265,Bakso in Sweet Soy Sauce vs not Bakso in Sweet Soy Sauce,1130
330,BE6A0437-33FB-4E05-A6BC-19EF8340BF38,a216d763-71dd-4509-a694-d68cb28de496,Praise,Spicy Bakso Soup,not Spicy Bakso Soup,0,9.163471,7.1626105,265,Spicy Bakso Soup vs not Spicy Bakso Soup,1130
331,BE6A0437-33FB-4E05-A6BC-19EF8340BF38,a216d763-71dd-4509-a694-d68cb28de496,Praise,Bakso with Noodles,not Bakso with Noodles,0,9.163471,7.1626105,265,Bakso with Noodles vs not Bakso with Noodles,1130
332,547303C7-3498-4406-BFC9-3E7606209CA0,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Textures and flavor,not Textures and flavor,0,9.197104,6.1977997,110,Textures and flavor vs not Textures and flavor,1130
333,547303C7-3498-4406-BFC9-3E7606209CA0,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Saltiness,not Saltiness,0,9.197104,6.1977997,110,Saltiness vs not Saltiness,1130
334,547303C7-3498-4406-BFC9-3E7606209CA0,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Preparation,not Preparation,0,9.197104,6.1977997,110,Preparation vs not Preparation,1130
335,547303C7-3498-4406-BFC9-3E7606209CA0,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Textures and layers,not Textures and layers,0,9.197104,6.1977997,110,Textures and layers vs not Textures and layers,1130
336,547303C7-3498-4406-BFC9-3E7606209CA0,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Sweetness,not Sweetness,0,9.197104,6.1977997,110,Sweetness vs not Sweetness,1130
337,63887510-E5F4-435F-9202-1CE225D665E4,a216d763-71dd-4509-a694-d68cb28de496,Praise,Sandwich with Tomatoes and Mozzarella,not Sandwich with Tomatoes and Mozzarella,0,9.220976,7.0440073,130,Sandwich with Tomatoes and Mozzarella vs not Sandwich with Tomatoes and Mozzarella,1130
338,63887510-E5F4-435F-9202-1CE225D665E4,a216d763-71dd-4509-a694-d68cb28de496,Praise,Pizza,not Pizza,0,9.220976,7.0440073,130,Pizza vs not Pizza,1130
339,63887510-E5F4-435F-9202-1CE225D665E4,a216d763-71dd-4509-a694-d68cb28de496,Praise,Chicken with Rice and Mushrooms,not Chicken with Rice and Mushrooms,0,9.220976,7.0440073,130,Chicken with Rice and Mushrooms vs not Chicken with Rice and Mushrooms,1130
340,63887510-E5F4-435F-9202-1CE225D665E4,a216d763-71dd-4509-a694-d68cb28de496,Praise,Eggs Omelet,not Eggs Omelet,0,9.220976,7.0440073,130,Eggs Omelet vs not Eggs Omelet,1130
341,63887510-E5F4-435F-9202-1CE225D665E4,a216d763-71dd-4509-a694-d68cb28de496,Praise,Ham Quiche,not Ham Quiche,0,9.220976,7.0440073,130,Ham Quiche vs not Ham Quiche,1130
342,63887510-E5F4-435F-9202-1CE225D665E4,a216d763-71dd-4509-a694-d68cb28de496,Praise,Tuna Pie,not Tuna Pie,0,9.220976,7.0440073,130,Tuna Pie vs not Tuna Pie,1130
343,50C5ACC5-E25B-4D0C-A1BC-01DF7A745C7A,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Rice-Based Dish,Gravy-Based Dish,0,9.223354,6.578048,104,Rice-Based Dish vs Gravy-Based Dish,1130
344,50C5ACC5-E25B-4D0C-A1BC-01DF7A745C7A,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,One-Pot Dish,Dish with Accompaniments,0,9.223354,6.578048,104,One-Pot Dish vs Dish with Accompaniments,1130
345,50C5ACC5-E25B-4D0C-A1BC-01DF7A745C7A,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Breakfast,Main Course,0,9.223354,6.578048,104,Breakfast vs Main Course,1130
346,50C5ACC5-E25B-4D0C-A1BC-01DF7A745C7A,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Regional Cuisine,not Regional Cuisine,0,9.223354,6.578048,104,Regional Cuisine vs not Regional Cuisine,1130
347,50C5ACC5-E25B-4D0C-A1BC-01DF7A745C7A,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Vegetarian,Non-Vegetarian,0,9.223354,6.578048,104,Vegetarian vs Non-Vegetarian,1130
348,B8A4015E-D72D-4EC8-B591-E20D980DE3EE,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,No hay problema!,not No hay problema!,0,9.228584,4.9333425,252,No hay problema! vs not No hay problema!,1130
349,C3EA4D0E-B3F5-4061-B558-3D4234C550FC,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,Almond tofu,not Almond tofu,0,9.23397,7.195007,274,Almond tofu vs not Almond tofu,1130
350,C3EA4D0E-B3F5-4061-B558-3D4234C550FC,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,Spicy foods with unique tastes,not Spicy foods with unique tastes,0,9.23397,7.195007,274,Spicy foods with unique tastes vs not Spicy foods with unique tastes,1130
351,C3EA4D0E-B3F5-4061-B558-3D4234C550FC,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,New style of curry with bone-in chicken,not New style of curry with bone-in chicken,0,9.23397,7.195007,274,New style of curry with bone-in chicken vs not New style of curry with bone-in chicken,1130
352,C3EA4D0E-B3F5-4061-B558-3D4234C550FC,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,Ethnic recipe with herbs and onions,not Ethnic recipe with herbs and onions,0,9.23397,7.195007,274,Ethnic recipe with herbs and onions vs not Ethnic recipe with herbs and onions,1130
353,C3EA4D0E-B3F5-4061-B558-3D4234C550FC,edf4c10a-22fb-41a7-ae08-ff14a665a4cb,Positive,Spicy dry chicken curry,not Spicy dry chicken curry,0,9.23397,7.195007,274,Spicy dry chicken curry vs not Spicy dry chicken curry,1130
354,4F9A0294-9B21-4928-B1D0-DD9A970AB74B,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Cookie,not Cookie,0,9.242456,6.7337184,102,Cookie vs not Cookie,1130
355,4F9A0294-9B21-4928-B1D0-DD9A970AB74B,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Pizza,not Pizza,0,9.242456,6.7337184,102,Pizza vs not Pizza,1130
356,4F9A0294-9B21-4928-B1D0-DD9A970AB74B,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Apple,not Apple,0,9.242456,6.7337184,102,Apple vs not Apple,1130
357,4F9A0294-9B21-4928-B1D0-DD9A970AB74B,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Rice,not Rice,0,9.242456,6.7337184,102,Rice vs not Rice,1130
358,4F9A0294-9B21-4928-B1D0-DD9A970AB74B,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Burger,not Burger,0,9.242456,6.7337184,102,Burger vs not Burger,1130
359,4F9A0294-9B21-4928-B1D0-DD9A970AB74B,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Seasonal dishes,not Seasonal dishes,0,9.242456,6.7337184,102,Seasonal dishes vs not Seasonal dishes,1130
360,4F9A0294-9B21-4928-B1D0-DD9A970AB74B,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Healthiness (Apple),not Healthiness (Apple),0,9.242456,6.7337184,102,Healthiness (Apple) vs not Healthiness (Apple),1130
361,4F9A0294-9B21-4928-B1D0-DD9A970AB74B,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Cost (Rice),not Cost (Rice),0,9.242456,6.7337184,102,Cost (Rice) vs not Cost (Rice),1130
362,4F9A0294-9B21-4928-B1D0-DD9A970AB74B,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Shelf Life (Cookie),not Shelf Life (Cookie),0,9.242456,6.7337184,102,Shelf Life (Cookie) vs not Shelf Life (Cookie),1130
363,57BF066F-5B66-4CE5-AD4C-8A4D3222E356,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Softness,not Softness,0,9.248725,5.7571187,116,Softness vs not Softness,1130
364,57BF066F-5B66-4CE5-AD4C-8A4D3222E356,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Flavor Complexity,not Flavor Complexity,0,9.248725,5.7571187,116,Flavor Complexity vs not Flavor Complexity,1130
365,57BF066F-5B66-4CE5-AD4C-8A4D3222E356,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Texture,not Texture,0,9.248725,5.7571187,116,Texture vs not Texture,1130
366,57BF066F-5B66-4CE5-AD4C-8A4D3222E356,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Skill Level Required,not Skill Level Required,0,9.248725,5.7571187,116,Skill Level Required vs not Skill Level Required,1130
367,57BF066F-5B66-4CE5-AD4C-8A4D3222E356,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Preparation Style,not Preparation Style,0,9.248725,5.7571187,116,Preparation Style vs not Preparation Style,1130
368,B4EA1262-817D-4DBB-85E0-6C9478EFA829,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,Time-consuming,Quick,0,9.260864,5.3929853,244,Time-consuming vs Quick,1130
369,B4EA1262-817D-4DBB-85E0-6C9478EFA829,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,Flavorful,Bland,0,9.260864,5.3929853,244,Flavorful vs Bland,1130
370,B4EA1262-817D-4DBB-85E0-6C9478EFA829,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,Nostalgic,Non-nostalgic,0,9.260864,5.3929853,244,Nostalgic vs Non-nostalgic,1130
371,76E2C704-DFAD-443A-88F4-A86AFC44A0D6,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,Hearty (Hotpot),Light (Japanese Cheesecake),0,9.275731,4.7977157,163,Hearty (Hotpot) vs Light (Japanese Cheesecake),1130
372,76E2C704-DFAD-443A-88F4-A86AFC44A0D6,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,Sweet (Sweet and Sour Pork),Sour,0,9.275731,4.7977157,163,Sweet (Sweet and Sour Pork) vs Sour,1130
373,76E2C704-DFAD-443A-88F4-A86AFC44A0D6,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,Spicy (Kung Pao Chicken),not Spicy,0,9.275731,4.7977157,163,Spicy (Kung Pao Chicken) vs not Spicy,1130
374,76E2C704-DFAD-443A-88F4-A86AFC44A0D6,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,Sweet (Japanese Cheesecake),Savory (Roast Beef),0,9.275731,4.7977157,163,Sweet (Japanese Cheesecake) vs Savory (Roast Beef),1130
375,84BA279D-9C30-456E-A30C-F465E3F75B62,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Quantity,Minimal,0,9.296547,6.5198655,182,Quantity vs Minimal,1130
376,84BA279D-9C30-456E-A30C-F465E3F75B62,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Complexity,Simple,0,9.296547,6.5198655,182,Complexity vs Simple,1130
377,84BA279D-9C30-456E-A30C-F465E3F75B62,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Heat Level,Mild,0,9.296547,6.5198655,182,Heat Level vs Mild,1130
378,84BA279D-9C30-456E-A30C-F465E3F75B62,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Cooking Time,Quick,0,9.296547,6.5198655,182,Cooking Time vs Quick,1130
379,84BA279D-9C30-456E-A30C-F465E3F75B62,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Origin,Distance,0,9.296547,6.5198655,182,Origin vs Distance,1130
380,834AA99C-5A1E-4648-8F91-D5213FE9D0F4,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,"Salade de poires nashi, feta et noisettes torréfiées","not Salade de poires nashi, feta et noisettes torréfiées",0,9.3125105,5.480735,180,"Salade de poires nashi, feta et noisettes torréfiées vs not Salade de poires nashi, feta et noisettes torréfiées",1130
381,834AA99C-5A1E-4648-8F91-D5213FE9D0F4,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Millefeuille de choux et seiche,"Maquereau, betterave confite et aguachile",0,9.3125105,5.480735,180,"Millefeuille de choux et seiche vs Maquereau, betterave confite et aguachile",1130
382,834AA99C-5A1E-4648-8F91-D5213FE9D0F4,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Almonds,not Almonds,0,9.3125105,5.480735,180,Almonds vs not Almonds,1130
383,834AA99C-5A1E-4648-8F91-D5213FE9D0F4,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Pavé de saumon,Poke bowl,0,9.3125105,5.480735,180,Pavé de saumon vs Poke bowl,1130
384,42CF663A-E369-40A7-B487-CE1D3A7BBA67,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,sweet,not sweet,0,9.323388,5.0058675,82,sweet vs not sweet,1130
385,42CF663A-E369-40A7-B487-CE1D3A7BBA67,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,savory,not savory,0,9.323388,5.0058675,82,savory vs not savory,1130
386,42CF663A-E369-40A7-B487-CE1D3A7BBA67,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,time-consuming,not time-consuming,0,9.323388,5.0058675,82,time-consuming vs not time-consuming,1130
387,42CF663A-E369-40A7-B487-CE1D3A7BBA67,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,quick to prepare,not quick to prepare,0,9.323388,5.0058675,82,quick to prepare vs not quick to prepare,1130
388,42CF663A-E369-40A7-B487-CE1D3A7BBA67,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,mild,not mild,0,9.323388,5.0058675,82,mild vs not mild,1130
389,42CF663A-E369-40A7-B487-CE1D3A7BBA67,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,spicy,not spicy,0,9.323388,5.0058675,82,spicy vs not spicy,1130
390,81D8AAE2-215B-4B44-BDAE-9CC31BAF4D78,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,Aromatic,Bland,0,9.330008,4.9888644,178,Aromatic vs Bland,1130
391,81D8AAE2-215B-4B44-BDAE-9CC31BAF4D78,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,Simple,Complex,0,9.330008,4.9888644,178,Simple vs Complex,1130
392,81D8AAE2-215B-4B44-BDAE-9CC31BAF4D78,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,Spicy,not Spicy,0,9.330008,4.9888644,178,Spicy vs not Spicy,1130
393,81D8AAE2-215B-4B44-BDAE-9CC31BAF4D78,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,Refined,Hearty,0,9.330008,4.9888644,178,Refined vs Hearty,1130
394,30B5A454-2CEA-439A-8D4D-E695414930CD,a216d763-71dd-4509-a694-d68cb28de496,Praise,Huevos rancheros,not Huevos rancheros,0,9.3400135,7.101728,55,Huevos rancheros vs not Huevos rancheros,1130
395,30B5A454-2CEA-439A-8D4D-E695414930CD,a216d763-71dd-4509-a694-d68cb28de496,Praise,Chicken fried rice,not Chicken fried rice,0,9.3400135,7.101728,55,Chicken fried rice vs not Chicken fried rice,1130
396,30B5A454-2CEA-439A-8D4D-E695414930CD,a216d763-71dd-4509-a694-d68cb28de496,Praise,Chicken and chorizo pasta bake,not Chicken and chorizo pasta bake,0,9.3400135,7.101728,55,Chicken and chorizo pasta bake vs not Chicken and chorizo pasta bake,1130
397,30B5A454-2CEA-439A-8D4D-E695414930CD,a216d763-71dd-4509-a694-d68cb28de496,Praise,Toad in the hole,not Toad in the hole,0,9.3400135,7.101728,55,Toad in the hole vs not Toad in the hole,1130
398,30B5A454-2CEA-439A-8D4D-E695414930CD,a216d763-71dd-4509-a694-d68cb28de496,Praise,Chicken cacciatore,not Chicken cacciatore,0,9.3400135,7.101728,55,Chicken cacciatore vs not Chicken cacciatore,1130
399,30B5A454-2CEA-439A-8D4D-E695414930CD,a216d763-71dd-4509-a694-d68cb28de496,Praise,Roast chicken with all the trimmings,not Roast chicken with all the trimmings,0,9.3400135,7.101728,55,Roast chicken with all the trimmings vs not Roast chicken with all the trimmings,1130
400,547303C7-3498-4406-BFC9-3E7606209CA0,710e2dc7-120e-4cc6-a35a-849df7fa4f66,Neutural,Textures and flavor,not Textures and flavor,0,9.351775,6.1496987,110,Textures and flavor vs not Textures and flavor,1130
